DienTich,City,District,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward,USD
140.0,75.0,731.0,7.0,1.0,7.0,4.0,2.0,4.0,4.0,2.0,25996.0,164000.0
51.0,77.0,747.0,5.0,1.0,,3.0,2.0,2.0,2.0,2.0,26521.0,98000.0
500.0,79.0,783.0,22.0,1.0,8.0,3.0,2.0,3.0,2.0,2.0,27508.0,212000.0
41.0,1.0,21.0,,1.0,,1.0,4.0,3.0,4.0,2.0,598.0,106000.0
135.0,27.0,261.0,9.0,1.0,12.0,3.0,3.0,6.0,6.0,3.0,9397.0,300000.0
67.5,1.0,18.0,5.0,1.0,60.0,5.0,5.0,3.0,3.0,3.0,571.0,740000.0
60.0,56.0,568.0,6.0,2.0,13.0,7.0,3.0,4.0,4.0,2.0,22357.0,220000.0
175.0,79.0,762.0,,1.0,,6.0,3.0,18.0,18.0,2.0,26812.0,640000.0
34.0,1.0,8.0,,1.0,,2.0,4.0,3.0,3.0,2.0,301.0,162000.0
20.4,79.0,774.0,3.0,1.0,3.5,7.0,4.0,2.0,3.0,1.0,27334.0,194000.0
113.0,79.0,766.0,,1.0,,7.0,5.0,6.0,7.0,2.0,26968.0,1279600.0
150.0,1.0,18.0,,1.0,,2.0,4.0,4.0,3.0,3.0,571.0,1180000.0
60.0,56.0,568.0,6.0,1.0,,7.0,3.0,4.0,3.0,2.0,22357.0,220000.0
78.2,79.0,770.0,8.0,1.0,8.0,5.0,4.0,5.0,3.0,2.0,27148.0,760000.0
150.0,1.0,5.0,,1.0,,7.0,4.0,5.0,4.0,2.0,163.0,1392000.0
65.0,79.0,760.0,4.0,1.0,25.0,4.0,4.0,4.0,4.0,2.0,26734.0,960000.0
100.0,79.0,762.0,5.0,1.0,,4.0,4.0,5.0,5.0,3.0,26812.0,520000.0
112.6,1.0,19.0,5.0,1.0,40.0,7.0,5.0,4.0,4.0,0.0,592.0,1460000.0
41.5,79.0,770.0,,1.0,8.0,3.0,4.0,3.0,3.0,3.0,27160.0,380000.0
390.0,79.0,766.0,10.38,1.0,,5.0,3.0,16.0,14.0,3.0,26974.0,2600000.0
24.0,79.0,771.0,,1.0,,2.0,4.0,3.0,2.0,2.0,27193.0,392000.0
51.0,79.0,768.0,,1.0,,6.0,4.0,5.0,6.0,1.0,27073.0,300000.0
167.0,1.0,19.0,10.0,1.0,20.0,5.0,3.0,4.0,5.0,3.0,622.0,1020000.0
51.2,79.0,761.0,,1.0,,1.0,4.0,4.0,3.0,0.0,26767.0,200000.0
28.0,79.0,767.0,16.0,1.0,3.5,3.0,2.0,2.0,2.0,1.0,27013.0,134000.0
98.0,1.0,6.0,8.0,1.0,6.0,6.0,4.0,3.0,4.0,2.0,223.0,510000.0
30.0,79.0,767.0,3.4,1.0,,5.0,2.0,2.0,2.0,3.0,27016.0,136000.0
40.0,79.0,765.0,4.0,1.0,6.0,3.0,5.0,4.0,4.0,2.0,26908.0,300000.0
35.0,1.0,268.0,,1.0,,2.0,4.0,3.0,3.0,1.0,9565.0,96000.0
64.0,79.0,770.0,,1.0,,1.0,4.0,2.0,3.0,2.0,27142.0,740000.0
56.0,79.0,772.0,,1.0,,4.0,2.0,3.0,2.0,2.0,27223.0,284000.0
160.4,79.0,761.0,32.0,1.0,,6.0,7.0,36.0,36.0,2.0,26764.0,1040000.0
90.0,79.0,778.0,7.0,1.0,,2.0,4.0,4.0,5.0,3.0,27475.0,560000.0
122.0,74.0,724.0,5.0,1.0,15.0,5.0,3.0,5.0,5.0,2.0,25942.0,380000.0
152.0,79.0,768.0,8.0,1.0,,7.0,4.0,7.0,6.0,2.0,27070.0,1836000.0
65.7,79.0,771.0,5.1,1.0,8.0,7.0,7.0,21.0,22.0,2.0,27163.0,840000.0
105.0,79.0,762.0,5.0,1.0,5.0,5.0,3.0,3.0,3.0,2.0,26827.0,316000.0
72.0,1.0,19.0,,1.0,,2.0,1.0,1.0,1.0,2.0,637.0,632000.0
88.0,79.0,765.0,4.0,1.0,,2.0,4.0,6.0,6.0,2.0,26920.0,1320000.0
52.0,1.0,6.0,4.6,1.0,,3.0,5.0,4.0,4.0,2.0,214.0,572000.0
41.6,79.0,771.0,5.1,1.0,,6.0,3.0,4.0,3.0,3.0,27178.0,220000.0
66.0,48.0,493.0,5.0,1.0,4.0,7.0,3.0,4.0,3.0,1.0,20275.0,176000.0
40.9,79.0,771.0,,1.0,,4.0,2.0,3.0,2.0,3.0,27181.0,224000.0
45.0,1.0,7.0,,1.0,,3.0,5.0,6.0,5.0,1.0,268.0,259600.0
75.0,45.0,461.0,5.0,1.0,7.5,6.0,4.0,4.0,4.0,0.0,19351.0,200000.0
40.0,79.0,764.0,,1.0,,4.0,3.0,5.0,5.0,1.0,26876.0,222000.0
50.0,79.0,761.0,,1.0,7.0,5.0,4.0,5.0,5.0,2.0,26764.0,206000.0
316.0,49.0,503.0,,1.0,,4.0,2.0,3.0,4.0,2.0,20413.0,259120.0
85.0,1.0,20.0,4.5,1.0,2.5,3.0,8.0,28.0,28.0,2.0,643.0,512000.0
35.0,1.0,5.0,,1.0,,7.0,5.0,3.0,3.0,3.0,169.0,240000.0
61.0,79.0,765.0,,1.0,,2.0,4.0,5.0,5.0,2.0,26914.0,456000.0
95.0,1.0,8.0,3.5,1.0,3.0,4.0,7.0,13.0,13.0,2.0,328.0,612000.0
75.0,77.0,747.0,3.6,1.0,,6.0,2.0,3.0,2.0,1.0,26524.0,260000.0
521.72,79.0,778.0,7.0,1.0,21.0,5.0,6.0,6.0,6.0,1.0,27487.0,4077600.0
4000.0,68.0,680.0,32.0,1.0,8.0,6.0,2.0,4.0,4.0,2.0,25084.0,640000.0
108.0,79.0,775.0,,1.0,,5.0,2.0,2.0,2.0,2.0,27385.0,236000.0
64.0,79.0,777.0,,1.0,,4.0,2.0,2.0,2.0,3.0,27460.0,199600.0
45.0,79.0,766.0,4.0,1.0,4.0,8.0,4.0,4.0,3.0,2.0,27007.0,212000.0
48.0,79.0,767.0,4.0,1.0,3.0,6.0,4.0,4.0,3.0,2.0,27031.0,176000.0
94.5,79.0,777.0,,1.0,12.0,6.0,4.0,4.0,4.0,1.0,27463.0,348000.0
72.0,79.0,766.0,,1.0,,1.0,5.0,6.0,6.0,2.0,27004.0,460000.0
52.0,79.0,765.0,,1.0,,4.0,3.0,4.0,5.0,1.0,26944.0,372000.0
96.0,79.0,762.0,,1.0,,6.0,3.0,3.0,3.0,2.0,26827.0,316000.0
75.0,79.0,760.0,5.0,1.0,,6.0,5.0,8.0,9.0,3.0,26740.0,210400.0
36.0,1.0,6.0,4.0,1.0,2.0,3.0,6.0,4.0,5.0,2.0,196.0,260000.0
100.0,91.0,899.0,5.0,1.0,15.5,8.0,2.0,2.0,3.0,3.0,30751.0,92000.0
112.5,79.0,763.0,7.5,1.0,20.0,1.0,3.0,4.0,3.0,2.0,26866.0,940000.0
45.0,79.0,764.0,,1.0,,2.0,3.0,2.0,3.0,1.0,26890.0,190000.0
100.0,48.0,495.0,,1.0,,7.0,3.0,4.0,5.0,3.0,20314.0,238000.0
60.0,79.0,767.0,5.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,27019.0,252000.0
75.0,27.0,261.0,5.0,1.0,15.2,3.0,4.0,4.0,4.0,2.0,9397.0,168000.0
45.0,1.0,7.0,4.0,1.0,3.0,6.0,5.0,3.0,4.0,2.0,295.0,300000.0
55.0,1.0,268.0,4.2,1.0,40.0,2.0,1.0,1.0,1.0,2.0,9551.0,488000.0
72.0,79.0,765.0,,1.0,20.0,4.0,4.0,6.0,5.0,2.0,26914.0,436000.0
30.5,1.0,21.0,,1.0,5.0,4.0,6.0,3.0,5.0,2.0,620.0,252000.0
32.0,79.0,768.0,,1.0,,3.0,4.0,3.0,3.0,2.0,27085.0,320000.0
196.5,1.0,9.0,6.7,1.0,4.0,5.0,5.0,5.0,5.0,2.0,349.0,1180000.0
32.4,1.0,268.0,,1.0,,3.0,4.0,3.0,3.0,1.0,10123.0,84000.0
100.0,1.0,5.0,7.6,1.0,8.0,1.0,7.0,12.0,12.0,2.0,172.0,1340000.0
137.0,79.0,778.0,7.0,1.0,10.0,4.0,4.0,5.0,5.0,2.0,27493.0,516000.0
48.0,79.0,764.0,,1.0,12.0,5.0,2.0,2.0,2.0,1.0,26899.0,260000.0
154.0,48.0,492.0,7.0,1.0,5.0,8.0,2.0,3.0,2.0,2.0,20230.0,279600.0
35.0,1.0,1.0,5.0,1.0,,5.0,4.0,4.0,4.0,2.0,8.0,280000.0
64.0,79.0,771.0,,1.0,,2.0,3.0,4.0,4.0,0.0,27175.0,1480000.0
67.0,79.0,778.0,,1.0,,6.0,4.0,4.0,5.0,2.0,27481.0,356000.0
196.7,56.0,568.0,9.5,1.0,14.0,3.0,4.0,10.0,10.0,2.0,22345.0,1160000.0
63.2,74.0,724.0,4.0,1.0,15.0,3.0,3.0,4.0,4.0,1.0,25945.0,172000.0
27.3,1.0,6.0,3.35,1.0,3.5,8.0,2.0,2.0,2.0,1.0,193.0,152000.0
129.0,79.0,765.0,8.0,1.0,,3.0,7.0,24.0,24.0,3.0,26911.0,1080000.0
70.0,79.0,767.0,4.0,1.0,8.0,4.0,4.0,5.0,3.0,2.0,27022.0,324000.0
145.0,48.0,492.0,4.4,1.0,,2.0,7.0,17.0,17.0,2.0,20258.0,1120000.0
61.0,1.0,5.0,5.0,1.0,3.5,5.0,5.0,4.0,4.0,2.0,157.0,340000.0
50.0,1.0,7.0,6.0,1.0,3.0,4.0,6.0,9.0,9.0,2.0,268.0,504000.0
150.0,79.0,767.0,8.0,1.0,20.0,3.0,3.0,8.0,10.0,2.0,27022.0,1200000.0
78.5,56.0,568.0,4.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,22333.0,272000.0
203.0,1.0,9.0,15.0,1.0,8.0,7.0,3.0,5.0,5.0,3.0,367.0,1800000.0
139.0,1.0,4.0,5.0,1.0,,5.0,2.0,4.0,2.0,2.0,124.0,324000.0
60.0,79.0,766.0,,1.0,,6.0,2.0,3.0,2.0,2.0,26983.0,348000.0
131.1,56.0,568.0,6.64,2.0,12.0,7.0,3.0,4.0,3.0,2.0,22378.0,340000.0
35.0,1.0,19.0,3.5,1.0,2.5,6.0,4.0,3.0,3.0,3.0,626.0,236000.0
41.0,1.0,6.0,5.0,1.0,3.5,5.0,6.0,4.0,5.0,2.0,229.0,298400.0
113.0,79.0,762.0,4.0,1.0,8.0,3.0,3.0,4.0,4.0,2.0,26827.0,316000.0
125.0,66.0,643.0,,1.0,,4.0,4.0,5.0,3.0,2.0,24124.0,200000.0
74.0,56.0,568.0,4.4,1.0,,3.0,1.0,1.0,1.0,3.0,22366.0,312000.0
40.0,79.0,761.0,4.0,1.0,5.0,6.0,2.0,2.0,2.0,2.0,26776.0,146000.0
72.0,1.0,275.0,4.2,1.0,2.5,6.0,3.0,3.0,3.0,3.0,9937.0,112000.0
210.0,79.0,760.0,,1.0,,3.0,5.0,12.0,12.0,2.0,26755.0,2600000.0
140.0,79.0,769.0,8.0,1.0,,3.0,4.0,5.0,4.0,2.0,27112.0,1960000.0
192.0,79.0,786.0,,1.0,,7.0,2.0,2.0,3.0,3.0,27646.0,194000.0
95.0,75.0,731.0,4.5,1.0,7.0,3.0,2.0,3.0,2.0,2.0,26011.0,102000.0
160.0,79.0,765.0,,1.0,,5.0,6.0,10.0,8.0,2.0,26926.0,1680000.0
54.0,1.0,8.0,,1.0,,4.0,5.0,7.0,8.0,2.0,340.0,292000.0
56.0,1.0,21.0,3.2,1.0,,3.0,3.0,2.0,2.0,2.0,616.0,360000.0
90.0,79.0,778.0,,1.0,14.0,7.0,5.0,5.0,5.0,1.0,27475.0,796000.0
150.0,79.0,778.0,12.0,1.0,12.0,5.0,5.0,5.0,5.0,3.0,27475.0,1400000.0
28.0,79.0,767.0,4.0,1.0,,2.0,5.0,3.0,3.0,2.0,27025.0,358000.0
471.0,75.0,742.0,,1.0,,6.0,2.0,5.0,6.0,1.0,26476.0,1120000.0
80.0,1.0,6.0,5.5,1.0,7.0,6.0,5.0,5.0,7.0,2.0,217.0,600000.0
60.0,79.0,764.0,,1.0,,4.0,4.0,4.0,5.0,2.0,26876.0,271992.0
100.0,48.0,494.0,6.5,1.0,7.0,3.0,2.0,4.0,2.0,1.0,20284.0,372000.0
52.0,1.0,21.0,4.5,1.0,,4.0,8.0,10.0,12.0,2.0,619.0,1040000.0
200.0,79.0,778.0,,1.0,12.0,3.0,5.0,4.0,5.0,2.0,27475.0,1680000.0
50.0,1.0,5.0,,1.0,,6.0,5.0,9.0,9.0,1.0,166.0,320000.0
38.0,1.0,278.0,,1.0,,3.0,3.0,3.0,3.0,3.0,10132.0,70000.0
51.0,1.0,5.0,4.2,1.0,,5.0,5.0,6.0,5.0,2.0,160.0,352000.0
85.0,79.0,778.0,5.0,1.0,,2.0,2.0,4.0,2.0,3.0,27478.0,320000.0
65.0,79.0,770.0,5.0,1.0,,5.0,3.0,4.0,3.0,3.0,27157.0,154000.0
100.0,60.0,593.0,,1.0,12.0,1.0,3.0,4.0,4.0,0.0,22921.0,200800.0
42.0,1.0,277.0,,1.0,,5.0,3.0,3.0,3.0,3.0,10021.0,68000.0
286.0,79.0,762.0,10.0,1.0,,2.0,2.0,7.0,6.0,3.0,26794.0,880000.0
144.9,79.0,760.0,,1.0,,4.0,9.0,9.0,9.0,2.0,26737.0,3680000.0
121.0,1.0,9.0,6.5,1.0,12.0,2.0,3.0,4.0,3.0,3.0,349.0,1560000.0
40.0,56.0,568.0,4.0,1.0,3.0,3.0,4.0,4.0,3.0,2.0,22357.0,104000.0
145.0,1.0,19.0,8.2,1.0,20.0,2.0,9.0,9.0,9.0,2.0,637.0,1280000.0
162.0,56.0,568.0,9.0,4.0,15.0,6.0,3.0,3.0,4.0,2.0,22357.0,476000.0
45.0,1.0,268.0,4.72,1.0,,6.0,5.0,4.0,4.0,3.0,9544.0,260000.0
33.0,1.0,274.0,,1.0,,2.0,5.0,4.0,4.0,3.0,9877.0,152000.0
104.2,56.0,568.0,8.63,1.0,2.0,8.0,2.0,5.0,3.0,3.0,22351.0,132000.0
88.5,79.0,775.0,5.0,1.0,10.0,8.0,5.0,6.0,7.0,1.0,27385.0,834000.0
45.0,79.0,765.0,5.0,1.0,6.0,1.0,3.0,4.0,4.0,2.0,26908.0,214000.0
586.0,1.0,274.0,12.0,1.0,13.0,5.0,5.0,6.0,5.0,2.0,9877.0,1898640.0
47.0,79.0,778.0,3.8,1.0,3.0,3.0,2.0,3.0,2.0,3.0,27466.0,168000.0
50.0,1.0,4.0,4.0,1.0,6.0,6.0,1.0,3.0,2.0,2.0,133.0,220000.0
75.0,79.0,766.0,5.0,1.0,8.0,5.0,3.0,3.0,3.0,2.0,26971.0,460000.0
96.0,1.0,268.0,,1.0,12.0,4.0,5.0,5.0,5.0,2.0,9542.0,655999.9999999999
35.0,1.0,1.0,,1.0,,5.0,5.0,3.0,4.0,2.0,16.0,264000.0
60.0,79.0,778.0,4.0,1.0,4.0,4.0,5.0,6.0,5.0,2.0,27484.0,284000.0
36.0,79.0,778.0,4.0,1.0,6.0,8.0,2.0,2.0,2.0,3.0,27469.0,174000.0
72.0,79.0,771.0,4.2,1.0,,8.0,5.0,7.0,5.0,2.0,27172.0,720000.0
71.6,79.0,760.0,,1.0,,3.0,8.0,8.0,9.0,2.0,26746.0,880000.0
42.0,1.0,8.0,3.4,1.0,,6.0,5.0,7.0,5.0,2.0,307.0,344000.0
36.0,79.0,765.0,,1.0,,5.0,2.0,2.0,2.0,2.0,26917.0,200000.0
117.5,48.0,495.0,5.0,1.0,7.5,3.0,3.0,3.0,3.0,1.0,20314.0,159600.0
68.0,79.0,764.0,,1.0,,5.0,3.0,4.0,4.0,2.0,26887.0,292000.0
65.0,79.0,775.0,4.6,1.0,10.0,2.0,2.0,2.0,3.0,2.0,27358.0,316000.0
32.0,79.0,786.0,4.0,3.0,3.0,6.0,1.0,2.0,1.0,2.0,27643.0,39600.0
105.0,79.0,786.0,,1.0,5.0,6.0,2.0,3.0,2.0,1.0,27643.0,250000.0
72.0,79.0,786.0,,1.0,,2.0,3.0,4.0,3.0,2.0,27643.0,186000.0
59.0,1.0,275.0,4.0,1.0,2.5,4.0,3.0,3.0,3.0,2.0,9937.0,108000.0
48.0,79.0,777.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,27439.0,160000.0
66.0,1.0,5.0,5.6,1.0,,6.0,6.0,20.0,20.0,2.0,169.0,592000.0
45.0,1.0,268.0,3.9,1.0,4.5,7.0,4.0,4.0,3.0,3.0,9542.0,344000.0
38.0,1.0,1.0,3.7,1.0,6.0,5.0,6.0,3.0,4.0,2.0,22.0,324000.0
45.0,1.0,4.0,,1.0,,7.0,4.0,5.0,3.0,2.0,145.0,220000.0
35.0,79.0,770.0,,1.0,,5.0,3.0,3.0,4.0,2.0,27145.0,260000.0
60.0,1.0,4.0,,1.0,,5.0,4.0,4.0,3.0,2.0,142.0,360000.0
192.0,79.0,769.0,8.0,1.0,,5.0,4.0,5.0,5.0,1.0,27097.0,912000.0
65.0,74.0,724.0,10.0,4.0,32.0,8.0,4.0,4.0,2.0,0.0,25957.0,320000.0
280.0,1.0,19.0,30.0,1.0,16.0,6.0,5.0,6.0,8.0,2.0,625.0,3400000.0
58.0,79.0,766.0,12.0,1.0,8.0,5.0,2.0,9.0,3.0,1.0,26974.0,266000.0
25.0,79.0,777.0,4.0,1.0,4.0,5.0,2.0,2.0,2.0,2.0,27439.0,102000.0
58.5,79.0,765.0,,1.0,,2.0,3.0,5.0,3.0,2.0,26944.0,260000.0
64.0,79.0,760.0,4.0,1.0,,4.0,3.0,4.0,4.0,2.0,26734.0,1040000.0
100.0,56.0,568.0,5.0,1.0,13.0,8.0,4.0,4.0,3.0,2.0,22378.0,220000.0
132.0,79.0,769.0,5.0,4.0,60.0,6.0,3.0,3.0,4.0,2.0,27091.0,880000.0
250.0,79.0,786.0,,1.0,12.0,3.0,3.0,4.0,5.0,1.0,27646.0,900000.0
31.0,1.0,9.0,8.0,1.0,2.5,2.0,6.0,3.0,5.0,2.0,361.0,260000.0
68.0,79.0,766.0,,1.0,8.0,2.0,5.0,6.0,5.0,2.0,26989.0,480000.0
24.2,79.0,773.0,,1.0,,6.0,1.0,1.0,1.0,2.0,27277.0,64000.0
137.0,79.0,768.0,,1.0,,7.0,4.0,6.0,6.0,3.0,27061.0,2440000.0
293.0,79.0,767.0,11.3,1.0,,3.0,3.0,8.0,8.0,2.0,27022.0,1280000.0
275.2,79.0,778.0,,1.0,,6.0,3.0,4.0,4.0,2.0,27487.0,3200000.0
100.0,1.0,19.0,5.0,1.0,17.0,6.0,5.0,8.0,7.0,2.0,634.0,880000.0
35.0,1.0,5.0,,1.0,,6.0,5.0,4.0,4.0,2.0,172.0,244000.0
112.0,33.0,326.0,4.5,4.0,13.0,6.0,5.0,4.0,4.0,0.0,12034.0,690000.0
24.0,79.0,777.0,4.0,1.0,4.0,8.0,2.0,2.0,2.0,2.0,27439.0,102000.0
142.5,48.0,495.0,5.0,1.0,5.4,4.0,3.0,7.0,5.0,2.0,20260.0,360000.0
430.0,79.0,767.0,7.8,1.0,20.0,1.0,5.0,9.0,8.0,2.0,27028.0,2200000.0
102.5,48.0,493.0,5.0,1.0,7.5,2.0,8.0,16.0,16.0,2.0,20272.0,700000.0
100.0,79.0,775.0,4.0,1.0,30.0,6.0,4.0,4.0,5.0,2.0,27385.0,620000.0
100.0,79.0,766.0,4.0,1.0,12.0,5.0,2.0,2.0,2.0,2.0,26983.0,520000.0
80.0,1.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,91.0,560000.0
87.25,56.0,568.0,4.59,1.0,20.0,6.0,3.0,3.0,3.0,3.0,22369.0,1040000.0
68.0,79.0,765.0,4.0,1.0,12.0,2.0,4.0,8.0,8.0,2.0,26914.0,472000.0
40.0,1.0,275.0,4.0,1.0,5.0,8.0,4.0,3.0,3.0,3.0,9937.0,118000.0
100.0,80.0,794.0,,1.0,,4.0,3.0,3.0,3.0,2.0,27700.0,150000.0
100.0,80.0,794.0,,1.0,,6.0,3.0,3.0,3.0,2.0,27700.0,156000.0
42.0,79.0,764.0,,1.0,,7.0,4.0,4.0,4.0,3.0,26890.0,276000.0
125.0,1.0,6.0,8.0,1.0,12.0,6.0,9.0,8.0,8.0,2.0,190.0,1600000.0
33.0,1.0,277.0,4.0,1.0,5.0,6.0,5.0,3.0,3.0,2.0,10021.0,80000.0
46.0,31.0,306.0,,1.0,6.0,8.0,4.0,4.0,3.0,1.0,11413.0,140000.0
150.0,1.0,274.0,8.0,1.0,20.0,5.0,3.0,5.0,4.0,0.0,9877.0,800000.0
272.8,1.0,19.0,36.0,1.0,11.5,8.0,6.0,5.0,6.0,1.0,592.0,3472000.0
144.0,79.0,769.0,5.6,1.0,30.0,6.0,1.0,1.0,1.0,1.0,27106.0,1100000.0
40.0,79.0,770.0,,1.0,,6.0,4.0,6.0,6.0,2.0,27148.0,240000.0
29.0,79.0,771.0,,1.0,,7.0,3.0,3.0,3.0,0.0,27172.0,276000.0
143.5,75.0,731.0,12.0,4.0,,1.0,3.0,3.0,3.0,1.0,26380.0,295200.0
54.0,79.0,770.0,,1.0,,4.0,6.0,8.0,8.0,2.0,27124.0,320000.0
54.0,79.0,760.0,4.5,1.0,,6.0,7.0,7.0,8.0,2.0,26737.0,1400000.0
200.0,77.0,747.0,8.0,1.0,13.0,7.0,3.0,5.0,5.0,3.0,26508.0,1440000.0
55.0,79.0,769.0,5.0,1.0,5.0,4.0,4.0,4.0,4.0,1.0,27088.0,540000.0
151.0,1.0,1.0,8.0,1.0,8.0,7.0,4.0,4.0,5.0,2.0,8.0,1908000.0
110.0,79.0,769.0,11.0,1.0,4.0,7.0,4.0,4.0,4.0,3.0,27088.0,700000.0
660.0,79.0,769.0,22.0,1.0,12.0,7.0,4.0,4.0,5.0,2.0,27088.0,3400000.0
309.0,48.0,494.0,12.0,1.0,10.5,4.0,3.0,4.0,3.0,2.0,20290.0,500000.0
100.0,79.0,769.0,5.0,1.0,12.0,4.0,4.0,4.0,5.0,2.0,27091.0,700000.0
135.0,22.0,193.0,8.0,4.0,7.5,1.0,6.0,16.0,16.0,2.0,6673.0,448000.0
108.0,22.0,193.0,6.0,1.0,20.0,6.0,5.0,12.0,12.0,2.0,6700.0,292000.0
160.0,79.0,769.0,8.0,1.0,10.0,8.0,3.0,4.0,5.0,2.0,27091.0,1220000.0
108.0,22.0,193.0,6.0,1.0,32.0,6.0,5.0,12.0,12.0,2.0,6700.0,220000.0
61.0,1.0,7.0,8.0,1.0,10.0,5.0,4.0,4.0,4.0,3.0,292.0,632000.0
590.0,79.0,769.0,20.0,1.0,12.0,5.0,3.0,4.0,5.0,2.0,27088.0,3304000.0
45.0,1.0,1.0,,1.0,,5.0,5.0,5.0,5.0,2.0,16.0,552000.0
32.0,1.0,4.0,,1.0,,5.0,5.0,3.0,3.0,2.0,118.0,168000.0
37.0,1.0,19.0,4.0,1.0,3.0,4.0,6.0,9.0,9.0,2.0,637.0,260000.0
80.0,75.0,731.0,7.0,1.0,4.0,3.0,1.0,2.0,2.0,3.0,26047.0,78000.0
36.0,1.0,19.0,3.93,1.0,3.0,6.0,5.0,4.0,5.0,2.0,625.0,252000.0
116.0,1.0,6.0,5.0,1.0,,7.0,8.0,19.0,19.0,2.0,235.0,880000.0
45.0,79.0,765.0,5.0,1.0,6.0,5.0,3.0,3.0,4.0,2.0,26908.0,214000.0
124.6,79.0,767.0,,1.0,,5.0,8.0,12.0,12.0,2.0,27034.0,852000.0
92.0,48.0,491.0,5.5,1.0,7.5,7.0,1.0,1.0,1.0,2.0,20221.0,440000.0
39.0,1.0,6.0,4.6,1.0,2.0,7.0,5.0,4.0,4.0,2.0,211.0,260000.0
65.0,79.0,768.0,9.65,1.0,,4.0,6.0,9.0,9.0,2.0,27061.0,1180000.0
40.0,1.0,6.0,4.5,1.0,4.0,5.0,5.0,6.0,4.0,3.0,202.0,260000.0
55.0,1.0,9.0,,1.0,5.0,4.0,6.0,6.0,3.0,2.0,343.0,580000.0
42.0,1.0,6.0,5.0,1.0,2.5,6.0,6.0,4.0,4.0,2.0,229.0,352000.0
300.0,56.0,568.0,15.0,4.0,,7.0,3.0,5.0,5.0,2.0,22357.0,800000.0
200.0,79.0,763.0,10.0,1.0,30.0,3.0,3.0,5.0,6.0,2.0,26854.0,580000.0
42.0,1.0,6.0,,1.0,,3.0,4.0,4.0,3.0,2.0,187.0,260000.0
180.0,1.0,274.0,10.0,1.0,30.0,7.0,3.0,5.0,4.0,1.0,9877.0,1140000.0
63.1,48.0,493.0,5.0,1.0,,5.0,2.0,3.0,2.0,2.0,20263.0,132000.0
56.6,79.0,765.0,,1.0,,3.0,5.0,5.0,6.0,2.0,26905.0,340000.0
60.0,79.0,765.0,,1.0,,1.0,4.0,4.0,4.0,2.0,26905.0,352000.0
600.0,77.0,748.0,12.0,1.0,12.0,4.0,4.0,13.0,15.0,0.0,26566.0,440000.0
450.0,77.0,754.0,,1.0,4.0,3.0,2.0,10.0,10.0,3.0,26719.0,192000.0
240.0,60.0,593.0,12.0,4.0,13.0,6.0,2.0,4.0,3.0,0.0,22966.0,344000.0
40.0,79.0,761.0,4.0,1.0,10.0,6.0,2.0,2.0,2.0,3.0,26776.0,128000.0
272.0,1.0,250.0,15.0,2.0,12.0,5.0,4.0,8.0,5.0,1.0,9019.0,163200.0
90.0,48.0,494.0,,1.0,,6.0,3.0,4.0,4.0,2.0,20285.0,260000.0
75.0,1.0,7.0,4.0,1.0,4.0,4.0,2.0,3.0,3.0,2.0,268.0,148000.0
19.0,1.0,6.0,,1.0,,2.0,3.0,2.0,2.0,3.0,220.0,92000.0
56.0,79.0,785.0,8.0,1.0,3.0,6.0,1.0,2.0,2.0,2.0,27610.0,78000.0
35.0,1.0,6.0,3.5,1.0,3.0,4.0,5.0,4.0,4.0,3.0,232.0,250000.0
70.0,79.0,769.0,5.92,1.0,4.0,6.0,4.0,4.0,4.0,2.0,27100.0,320000.0
144.0,79.0,768.0,7.6,1.0,,5.0,5.0,7.0,7.0,2.0,27049.0,1040000.0
60.0,79.0,769.0,5.29,1.0,10.0,2.0,5.0,4.0,5.0,2.0,27097.0,400000.0
379.5,79.0,766.0,,1.0,,6.0,6.0,50.0,50.0,2.0,26965.0,1800000.0
208.0,79.0,768.0,8.2,1.0,8.0,1.0,7.0,13.0,15.0,2.0,27052.0,1340000.0
120.0,60.0,593.0,6.0,4.0,20.0,5.0,2.0,3.0,3.0,0.0,22966.0,194000.0
68.5,74.0,724.0,5.0,1.0,13.0,2.0,3.0,3.0,4.0,3.0,25948.0,180000.0
48.0,79.0,775.0,4.0,1.0,,6.0,3.0,4.0,3.0,1.0,27376.0,240000.0
90.0,75.0,735.0,,1.0,6.0,3.0,2.0,3.0,2.0,2.0,26188.0,74000.0
60.0,56.0,568.0,6.0,1.0,13.0,7.0,3.0,4.0,4.0,2.0,22357.0,220000.0
180.0,10.0,80.0,8.8,1.0,,8.0,2.0,2.0,2.0,1.0,2647.0,436000.0
7.0,1.0,6.0,2.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0,190.0,38000.0
63.2,74.0,725.0,,1.0,12.0,5.0,3.0,3.0,3.0,2.0,25969.0,128000.0
52.0,79.0,762.0,4.4,1.0,5.0,7.0,4.0,4.0,3.0,2.0,26821.0,248000.0
75.0,79.0,778.0,5.0,1.0,40.0,3.0,3.0,3.0,3.0,3.0,27493.0,580000.0
39.0,1.0,7.0,8.0,1.0,2.3,5.0,4.0,4.0,3.0,2.0,265.0,380000.0
