DienTich,City,District,MatTien,PhapLy,DuongVao,HuongNha,SoTang,SoPhongNgu,SoToilet,NoiThat,Ward,USD
62.0,1.0,19.0,,1.0,,6.0,7.0,11.0,11.0,2.0,626.0,368000.0
45.0,31.0,306.0,4.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,11413.0,120000.0
116.5,79.0,786.0,,1.0,8.0,6.0,3.0,4.0,5.0,3.0,27643.0,256000.0
53.0,1.0,9.0,4.5,1.0,3.0,1.0,5.0,7.0,5.0,2.0,343.0,316000.0
50.0,79.0,764.0,,1.0,5.0,5.0,5.0,3.0,5.0,2.0,26899.0,256000.0
175.0,48.0,493.0,10.0,1.0,30.0,6.0,5.0,12.0,12.0,2.0,20278.0,1400000.0
61.5,79.0,764.0,,1.0,5.0,3.0,4.0,5.0,4.0,2.0,26887.0,540000.0
45.0,1.0,4.0,3.8,1.0,3.0,7.0,4.0,3.0,4.0,3.0,148.0,187200.0
225.0,52.0,548.0,,0.0,,6.0,2.0,2.0,2.0,2.0,21898.0,260000.0
83.0,79.0,761.0,5.0,1.0,8.0,7.0,2.0,4.0,4.0,1.0,26773.0,184000.0
55.0,1.0,5.0,,1.0,,4.0,7.0,5.0,6.0,2.0,163.0,596000.0
60.0,31.0,312.0,4.0,1.0,3.0,7.0,3.0,3.0,3.0,3.0,11608.0,75600.0
52.0,79.0,765.0,,1.0,,5.0,5.0,2.0,3.0,2.0,26905.0,340000.0
85.0,1.0,7.0,5.5,1.0,,3.0,5.0,6.0,4.0,1.0,259.0,1600000.0
85.0,1.0,7.0,6.0,1.0,5.0,3.0,7.0,5.0,6.0,2.0,271.0,1040000.0
288.0,77.0,751.0,,4.0,,2.0,2.0,3.0,3.0,2.0,26623.0,588000.0
56.0,1.0,5.0,,1.0,,7.0,5.0,8.0,8.0,1.0,157.0,272000.0
37.0,1.0,5.0,,1.0,,2.0,6.0,3.0,4.0,2.0,157.0,248000.0
63.0,79.0,772.0,16.0,1.0,8.0,8.0,4.0,6.0,6.0,2.0,27208.0,540000.0
32.0,1.0,8.0,3.2,1.0,2.0,5.0,4.0,5.0,4.0,2.0,310.0,177200.0
280.0,79.0,760.0,12.0,1.0,,4.0,7.0,7.0,7.0,1.0,26749.0,3440000.0
190.0,79.0,760.0,12.0,1.0,,1.0,7.0,11.0,11.0,2.0,26761.0,1520000.0
54.0,1.0,20.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,643.0,204000.0
250.0,79.0,767.0,,1.0,,6.0,4.0,7.0,7.0,2.0,27034.0,1040000.0
90.0,1.0,6.0,16.0,1.0,,2.0,4.0,8.0,10.0,2.0,190.0,800000.0
63.8,31.0,312.0,4.5,1.0,4.0,6.0,3.0,4.0,3.0,3.0,11608.0,102000.0
40.0,1.0,8.0,4.2,1.0,,3.0,4.0,4.0,3.0,2.0,316.0,292000.0
62.0,1.0,268.0,7.0,1.0,15.0,4.0,5.0,6.0,5.0,0.0,9565.0,528000.0
50.0,1.0,268.0,4.0,1.0,6.0,7.0,5.0,6.0,4.0,2.0,9565.0,360000.0
90.0,1.0,268.0,,1.0,21.0,5.0,8.0,18.0,19.0,2.0,9556.0,960000.0
80.0,79.0,761.0,5.0,1.0,10.0,6.0,4.0,6.0,4.0,2.0,26770.0,268000.0
106.0,79.0,776.0,5.2,1.0,,5.0,4.0,4.0,5.0,1.0,27397.0,720000.0
62.0,1.0,9.0,,1.0,,6.0,5.0,5.0,4.0,2.0,349.0,560000.0
72.0,31.0,307.0,6.0,1.0,7.0,8.0,4.0,4.0,3.0,3.0,11434.0,168000.0
50.0,1.0,1.0,5.4,1.0,3.0,2.0,5.0,4.0,4.0,2.0,25.0,307200.0
33.0,1.0,4.0,3.5,1.0,3.5,4.0,6.0,3.0,5.0,3.0,151.0,180000.0
60.0,1.0,7.0,5.8,1.0,,2.0,4.0,4.0,4.0,2.0,283.0,500000.0
48.0,33.0,326.0,6.0,1.0,13.0,6.0,5.0,5.0,5.0,2.0,12034.0,208000.0
81.0,48.0,490.0,4.5,1.0,5.5,6.0,3.0,3.0,4.0,2.0,20200.0,226000.0
28.0,79.0,784.0,4.0,1.0,3.0,6.0,2.0,2.0,2.0,2.0,27568.0,50000.0
85.0,1.0,6.0,6.0,1.0,,4.0,7.0,9.0,12.0,2.0,202.0,1160000.0
65.0,1.0,1.0,6.0,1.0,,7.0,6.0,8.0,9.0,2.0,7.0,620000.0
70.0,1.0,6.0,10.0,1.0,,7.0,5.0,8.0,10.0,2.0,187.0,759600.0
116.0,79.0,767.0,5.0,1.0,5.0,2.0,2.0,6.0,2.0,2.0,27016.0,400000.0
272.0,1.0,19.0,25.0,1.0,8.0,3.0,6.0,7.0,7.0,2.0,592.0,3472000.0
150.0,74.0,725.0,5.0,1.0,12.0,6.0,3.0,3.0,3.0,0.0,25969.0,364000.0
55.0,79.0,761.0,,1.0,,5.0,4.0,6.0,6.0,1.0,26764.0,210000.0
255.0,1.0,4.0,14.0,1.0,13.0,4.0,7.0,4.0,7.0,2.0,136.0,1680000.0
86.0,1.0,1.0,,1.0,,3.0,8.0,17.0,18.0,2.0,13.0,3080000.0
43.0,79.0,766.0,4.0,1.0,4.0,5.0,3.0,3.0,3.0,2.0,26971.0,244000.0
140.0,79.0,763.0,,1.0,,6.0,4.0,4.0,4.0,2.0,26866.0,923600.0
60.0,79.0,778.0,4.0,1.0,12.0,4.0,5.0,5.0,6.0,2.0,27487.0,420000.0
31.0,1.0,4.0,,1.0,2.5,6.0,5.0,3.0,4.0,2.0,154.0,182000.0
37.0,79.0,774.0,4.1,1.0,2.0,3.0,2.0,3.0,2.0,1.0,27304.0,235600.0
24.0,79.0,774.0,3.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,27325.0,220000.0
88.0,79.0,777.0,,1.0,,5.0,3.0,4.0,4.0,2.0,27436.0,251600.0
79.55,79.0,777.0,,1.0,8.0,4.0,3.0,4.0,4.0,2.0,27436.0,331599.99999999994
95.0,79.0,786.0,5.0,1.0,7.0,1.0,4.0,4.0,4.0,2.0,27652.0,268000.0
43.0,79.0,764.0,,1.0,6.0,3.0,6.0,8.0,8.0,2.0,26878.0,212000.0
120.0,79.0,786.0,,1.0,,6.0,5.0,4.0,5.0,3.0,27655.0,400000.0
90.0,79.0,778.0,5.0,1.0,12.0,6.0,3.0,3.0,4.0,2.0,27493.0,396000.0
140.0,79.0,778.0,7.0,4.0,20.0,6.0,4.0,4.0,5.0,1.0,27493.0,640000.0
210.0,1.0,1.0,,1.0,,6.0,10.0,22.0,25.0,2.0,19.0,6800000.0
41.0,1.0,1.0,4.2,1.0,4.0,5.0,6.0,7.0,7.0,2.0,19.0,568000.0
40.0,1.0,1.0,8.0,1.0,5.0,5.0,4.0,4.0,5.0,2.0,8.0,492000.0
188.0,1.0,5.0,11.0,1.0,40.0,7.0,10.0,25.0,20.0,2.0,160.0,5920000.0
192.0,1.0,5.0,6.2,1.0,25.0,5.0,7.0,7.0,8.0,2.0,160.0,3280000.0
292.0,1.0,5.0,8.0,1.0,25.0,1.0,8.0,8.0,12.0,2.0,160.0,6880000.0
150.0,1.0,1.0,7.6,1.0,8.0,7.0,9.0,17.0,20.0,2.0,7.0,4200000.0
166.0,22.0,193.0,10.0,1.0,19.0,8.0,4.0,9.0,7.0,2.0,6679.0,480000.0
200.0,1.0,3.0,,1.0,,5.0,5.0,6.0,6.0,2.0,100.0,2000000.0
200.0,1.0,3.0,10.0,1.0,,5.0,4.0,5.0,6.0,2.0,100.0,2000000.0
600.0,79.0,763.0,,4.0,,4.0,4.0,7.0,6.0,2.0,26830.0,5880000.0
63.0,1.0,8.0,4.5,1.0,,2.0,4.0,3.0,4.0,1.0,340.0,660000.0
460.0,48.0,494.0,11.0,1.0,,4.0,3.0,8.0,8.0,2.0,20285.0,740000.0
90.0,48.0,494.0,5.0,1.0,5.5,3.0,2.0,3.0,2.0,2.0,20285.0,180000.0
37.0,1.0,7.0,,1.0,,2.0,4.0,3.0,3.0,2.0,286.0,208000.0
110.0,1.0,4.0,18.0,1.0,16.0,4.0,7.0,5.0,6.0,1.0,118.0,1744000.0
91.0,1.0,17.0,4.0,1.0,,7.0,4.0,4.0,3.0,1.0,454.0,620000.0
108.0,31.0,311.0,6.0,4.0,15.0,5.0,4.0,4.0,4.0,0.0,11536.0,440000.0
255.0,75.0,731.0,15.0,1.0,10.0,3.0,1.0,3.0,2.0,3.0,26374.0,220000.0
66.0,77.0,747.0,4.0,1.0,12.0,1.0,3.0,4.0,5.0,0.0,26518.0,351200.0
68.0,1.0,6.0,5.0,1.0,,4.0,6.0,8.0,10.0,2.0,238.0,1080000.0
70.0,1.0,9.0,12.5,1.0,,3.0,7.0,20.0,20.0,2.0,343.0,552000.0
55.0,1.0,19.0,7.5,1.0,,2.0,7.0,10.0,11.0,2.0,632.0,380000.0
165.0,1.0,5.0,6.0,1.0,,4.0,7.0,35.0,36.0,2.0,175.0,1400000.0
115.0,1.0,9.0,,1.0,,1.0,8.0,38.0,39.0,2.0,346.0,796000.0
66.0,79.0,762.0,5.0,1.0,5.0,5.0,4.0,4.0,4.0,2.0,26794.0,254000.0
123.0,79.0,762.0,6.5,1.0,8.0,7.0,2.0,5.0,5.0,2.0,26794.0,240000.0
60.0,1.0,6.0,10.0,1.0,,7.0,5.0,6.0,8.0,2.0,217.0,600000.0
67.3,79.0,763.0,4.7,1.0,4.0,7.0,2.0,2.0,2.0,0.0,26845.0,212000.0
200.0,1.0,8.0,,1.0,,7.0,5.0,6.0,4.0,2.0,337.0,1880000.0
100.0,1.0,8.0,,1.0,,6.0,5.0,9.0,6.0,2.0,316.0,1400000.0
160.0,1.0,7.0,7.5,2.0,,3.0,4.0,6.0,3.0,2.0,268.0,1200000.0
60.0,1.0,6.0,3.6,1.0,,5.0,1.0,1.0,1.0,2.0,193.0,320000.0
135.0,46.0,474.0,6.0,1.0,3.1,6.0,2.0,4.0,2.0,2.0,19801.0,180000.0
78.0,1.0,6.0,6.0,1.0,,5.0,6.0,8.0,12.0,2.0,190.0,760000.0
40.0,1.0,20.0,,1.0,,4.0,4.0,4.0,3.0,2.0,649.0,148000.0
70.0,79.0,763.0,5.0,1.0,,7.0,1.0,2.0,1.0,2.0,26839.0,208000.0
56.0,79.0,762.0,3.5,1.0,,4.0,2.0,2.0,2.0,2.0,26827.0,192000.0
93.0,79.0,762.0,4.2,1.0,12.0,7.0,4.0,4.0,5.0,2.0,26827.0,388000.0
100.0,48.0,495.0,5.0,1.0,7.5,5.0,2.0,3.0,2.0,3.0,20314.0,192000.0
222.0,79.0,769.0,,1.0,,8.0,6.0,45.0,45.0,1.0,27112.0,1320000.0
145.0,1.0,1.0,9.0,1.0,8.0,1.0,6.0,8.0,8.0,0.0,34.0,1800000.0
964.2,74.0,722.0,14.0,1.0,8.0,8.0,1.0,2.0,1.0,3.0,25870.0,84000.0
62.0,1.0,4.0,7.8,1.0,3.0,3.0,4.0,5.0,4.0,2.0,118.0,248000.0
153.0,79.0,778.0,6.76,1.0,5.0,2.0,3.0,4.0,4.0,2.0,27484.0,468000.0
120.0,79.0,776.0,6.0,1.0,,5.0,4.0,6.0,3.0,3.0,27433.0,500000.0
112.0,79.0,775.0,3.5,1.0,15.0,4.0,5.0,8.0,8.0,2.0,27358.0,720000.0
38.0,79.0,768.0,6.0,1.0,5.0,1.0,5.0,3.0,4.0,2.0,27052.0,344000.0
90.0,1.0,4.0,4.5,1.0,42.0,5.0,2.0,2.0,2.0,2.0,124.0,808000.0
58.0,1.0,4.0,5.2,1.0,4.0,2.0,4.0,3.0,3.0,2.0,118.0,244000.0
100.0,48.0,494.0,5.0,1.0,,6.0,4.0,5.0,3.0,2.0,20284.0,720000.0
70.0,79.0,778.0,4.3,1.0,20.0,2.0,4.0,4.0,5.0,2.0,27481.0,752000.0
62.5,79.0,762.0,,1.0,8.0,2.0,1.0,3.0,2.0,2.0,26806.0,176000.0
95.0,79.0,768.0,6.25,1.0,,1.0,4.0,3.0,5.0,2.0,27061.0,1120000.0
33.0,1.0,20.0,4.5,1.0,4.0,5.0,6.0,4.0,4.0,2.0,646.0,180000.0
55.0,1.0,6.0,6.8,1.0,3.0,6.0,7.0,9.0,10.0,3.0,190.0,452000.0
83.0,79.0,763.0,7.0,1.0,5.0,3.0,2.0,3.0,2.0,1.0,26842.0,168000.0
60.0,1.0,5.0,6.0,1.0,10.0,6.0,4.0,5.0,5.0,3.0,167.0,680000.0
60.3,79.0,762.0,4.2,1.0,,5.0,5.0,5.0,5.0,1.0,26827.0,340000.0
119.0,79.0,769.0,7.0,1.0,8.0,5.0,4.0,4.0,4.0,2.0,27109.0,540000.0
84.0,79.0,769.0,,1.0,,6.0,2.0,2.0,2.0,3.0,26842.0,700000.0
55.9,79.0,769.0,4.86,1.0,3.0,8.0,2.0,3.0,2.0,2.0,27100.0,174000.0
80.0,1.0,5.0,15.0,1.0,8.0,3.0,4.0,5.0,3.0,3.0,163.0,900000.0
67.5,31.0,307.0,4.5,1.0,,6.0,4.0,4.0,4.0,0.0,11431.0,199200.0
75.0,79.0,777.0,,1.0,6.0,1.0,4.0,4.0,5.0,2.0,27439.0,266400.0
360.0,79.0,777.0,8.0,1.0,6.0,6.0,2.0,9.0,9.0,0.0,27460.0,800000.0
45.7,1.0,274.0,3.4,1.0,2.5,8.0,4.0,3.0,3.0,2.0,9853.0,182800.0
45.0,1.0,4.0,,1.0,8.0,2.0,5.0,5.0,5.0,2.0,151.0,300000.0
40.0,31.0,305.0,,1.0,,5.0,4.0,3.0,3.0,2.0,11407.0,179200.0
43.0,79.0,765.0,4.1,1.0,6.0,2.0,3.0,4.0,2.0,1.0,26947.0,204000.0
81.0,1.0,279.0,5.0,1.0,33.0,6.0,5.0,4.0,4.0,3.0,10183.0,436000.0
330.0,79.0,775.0,,1.0,,7.0,1.0,1.0,1.0,1.0,27364.0,1280000.0
100.0,1.0,4.0,5.0,1.0,6.0,4.0,3.0,5.0,5.0,2.0,154.0,476000.0
72.0,79.0,778.0,4.0,1.0,9.0,1.0,4.0,4.0,5.0,2.0,27484.0,396000.0
30.0,79.0,775.0,,1.0,,2.0,2.0,3.0,2.0,0.0,27361.0,200000.0
274.0,79.0,762.0,5.0,1.0,8.0,1.0,3.0,36.0,36.0,2.0,26821.0,800000.0
112.5,79.0,786.0,,1.0,12.0,6.0,4.0,4.0,5.0,2.0,27655.0,420000.0
64.0,79.0,767.0,12.0,1.0,12.0,1.0,4.0,5.0,5.0,3.0,27040.0,312000.0
30.0,1.0,9.0,,1.0,10.0,6.0,4.0,3.0,3.0,3.0,343.0,204000.0
100.0,1.0,9.0,8.0,1.0,8.0,5.0,9.0,8.0,8.0,2.0,367.0,2240000.0
74.0,56.0,568.0,6.5,1.0,,2.0,3.0,4.0,4.0,1.0,22366.0,364000.0
30.0,79.0,764.0,,1.0,,3.0,2.0,2.0,2.0,2.0,26878.0,159200.0
42.0,79.0,764.0,3.5,1.0,4.0,3.0,4.0,4.0,5.0,2.0,26881.0,259600.0
80.0,79.0,778.0,5.0,1.0,5.0,4.0,3.0,3.0,3.0,2.0,27475.0,300000.0
44.0,79.0,778.0,4.0,1.0,3.0,4.0,2.0,2.0,2.0,2.0,27481.0,151600.0
142.0,48.0,495.0,5.0,1.0,10.0,8.0,1.0,2.0,2.0,2.0,20306.0,120000.0
87.0,1.0,1.0,6.35,1.0,8.0,6.0,8.0,17.0,22.0,2.0,10.0,3180000.0
40.0,79.0,775.0,4.0,1.0,5.0,5.0,3.0,3.0,2.0,2.0,27382.0,240000.0
140.0,27.0,261.0,5.0,1.0,13.5,3.0,4.0,6.0,7.0,1.0,9391.0,500000.0
31.0,79.0,769.0,3.0,1.0,,3.0,2.0,2.0,1.0,2.0,27112.0,84000.0
250.0,79.0,763.0,10.0,4.0,,6.0,3.0,6.0,6.0,2.0,26833.0,1280000.0
126.0,79.0,763.0,,4.0,,6.0,5.0,9.0,9.0,2.0,26833.0,852000.0
80.0,1.0,4.0,10.0,1.0,,3.0,5.0,6.0,4.0,2.0,124.0,500000.0
301.0,79.0,763.0,20.0,4.0,15.0,7.0,3.0,6.0,6.0,2.0,26833.0,1600000.0
60.0,1.0,8.0,4.0,1.0,,2.0,6.0,5.0,5.0,1.0,322.0,640000.0
40.0,79.0,771.0,3.6,1.0,6.0,4.0,2.0,3.0,1.0,2.0,27166.0,276000.0
54.0,79.0,775.0,3.5,1.0,3.0,3.0,3.0,3.0,3.0,2.0,27376.0,180000.0
95.0,1.0,20.0,,1.0,12.0,4.0,3.0,8.0,8.0,1.0,643.0,640000.0
110.0,1.0,6.0,4.0,1.0,4.5,3.0,8.0,29.0,29.0,1.0,220.0,720000.0
72.0,79.0,775.0,,1.0,,2.0,5.0,5.0,4.0,2.0,27358.0,504000.0
100.0,80.0,794.0,,1.0,25.0,5.0,3.0,4.0,4.0,3.0,27700.0,128000.0
70.0,1.0,21.0,4.5,1.0,5.0,3.0,4.0,5.0,3.0,2.0,616.0,420000.0
112.0,80.0,803.0,,1.0,16.0,5.0,3.0,5.0,4.0,2.0,27991.0,100000.0
112.0,80.0,803.0,,1.0,16.0,5.0,3.0,4.0,3.0,0.0,27991.0,96000.0
65.0,79.0,777.0,4.2,1.0,,6.0,5.0,5.0,5.0,2.0,27439.0,295200.0
98.8,79.0,777.0,5.2,1.0,8.0,4.0,4.0,4.0,5.0,2.0,27445.0,260000.0
78.0,79.0,775.0,6.0,1.0,,4.0,5.0,6.0,5.0,2.0,27346.0,464000.0
110.0,1.0,1.0,,1.0,,4.0,5.0,5.0,5.0,2.0,8.0,1000000.0
72.0,1.0,4.0,5.2,1.0,5.0,7.0,5.0,4.0,4.0,1.0,139.0,624000.0
39.0,79.0,775.0,4.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,27349.0,198000.0
76.0,79.0,785.0,4.0,4.0,6.0,6.0,2.0,3.0,1.0,0.0,27622.0,104000.0
40.0,56.0,568.0,6.0,1.0,10.0,5.0,3.0,2.0,3.0,2.0,22345.0,223200.0
41.0,1.0,6.0,5.0,1.0,6.0,4.0,5.0,4.0,5.0,2.0,235.0,554000.0
86.0,1.0,268.0,4.5,1.0,6.0,2.0,4.0,4.0,4.0,3.0,9541.0,932000.0
84.0,1.0,5.0,8.0,1.0,10.0,4.0,5.0,6.0,6.0,2.0,157.0,740000.0
48.0,31.0,306.0,4.0,1.0,12.0,6.0,4.0,4.0,4.0,1.0,11410.0,172000.0
25.0,79.0,775.0,3.0,1.0,20.0,1.0,3.0,3.0,2.0,3.0,27373.0,180000.0
52.0,79.0,761.0,,1.0,6.0,6.0,3.0,4.0,3.0,2.0,26779.0,220000.0
75.0,1.0,1.0,6.0,1.0,8.0,2.0,4.0,5.0,4.0,2.0,34.0,1000000.0
150.0,36.0,356.0,6.35,1.0,10.0,7.0,2.0,4.0,2.0,3.0,13663.0,420000.0
42.0,1.0,21.0,,1.0,6.0,6.0,4.0,4.0,4.0,2.0,617.0,312000.0
310.0,1.0,3.0,8.2,1.0,4.0,7.0,2.0,3.0,3.0,3.0,100.0,5200000.0
35.0,1.0,19.0,4.0,1.0,,2.0,5.0,3.0,4.0,2.0,623.0,234000.0
58.0,79.0,762.0,4.5,1.0,,8.0,4.0,5.0,5.0,2.0,26809.0,340000.0
100.0,70.0,695.0,5.0,1.0,18.0,5.0,2.0,2.0,1.0,2.0,25363.0,100000.0
80.0,79.0,777.0,4.0,1.0,20.0,4.0,4.0,5.0,4.0,2.0,27451.0,540000.0
55.0,1.0,8.0,5.0,1.0,,5.0,5.0,6.0,4.0,2.0,307.0,420000.0
340.0,1.0,4.0,,1.0,15.0,7.0,3.0,5.0,5.0,1.0,136.0,2880000.0
654.0,79.0,784.0,,1.0,20.0,6.0,1.0,3.0,6.0,2.0,27580.0,915600.0
90.0,79.0,762.0,4.5,1.0,12.0,6.0,3.0,4.0,5.0,3.0,26818.0,632000.0
75.8,56.0,568.0,6.0,1.0,5.0,8.0,2.0,3.0,3.0,2.0,22333.0,122000.0
60.0,79.0,762.0,4.0,1.0,8.0,8.0,4.0,4.0,5.0,2.0,26812.0,304000.0
65.8,56.0,568.0,5.3,1.0,16.0,5.0,2.0,3.0,3.0,2.0,22327.0,182000.0
41.0,1.0,3.0,4.05,1.0,1.6,8.0,5.0,7.0,4.0,2.0,94.0,336000.0
96.0,1.0,3.0,6.0,1.0,3.0,6.0,6.0,5.0,7.0,2.0,97.0,880000.0
100.0,1.0,3.0,5.0,1.0,12.0,8.0,6.0,5.0,6.0,2.0,103.0,1900000.0
48.0,1.0,3.0,3.6,1.0,4.5,5.0,6.0,4.0,5.0,3.0,97.0,500000.0
200.0,1.0,3.0,6.2,1.0,5.0,6.0,8.0,12.0,15.0,2.0,109.0,1800000.0
126.0,1.0,1.0,10.0,1.0,2.5,5.0,3.0,4.0,4.0,2.0,7.0,1020000.0
50.0,1.0,9.0,6.0,1.0,2.0,1.0,5.0,4.0,4.0,2.0,355.0,316000.0
52.0,1.0,17.0,5.0,1.0,3.0,2.0,3.0,4.0,2.0,3.0,502.0,140000.0
69.0,75.0,731.0,4.9,1.0,,3.0,1.0,3.0,3.0,1.0,26053.0,116000.0
61.0,79.0,773.0,4.07,1.0,30.0,4.0,5.0,4.0,5.0,3.0,27286.0,780000.0
135.0,79.0,773.0,3.8,1.0,10.0,3.0,7.0,25.0,25.0,2.0,27256.0,2280000.0
72.0,79.0,773.0,4.0,1.0,20.0,4.0,6.0,16.0,16.0,3.0,27292.0,1440000.0
88.0,79.0,773.0,4.16,1.0,20.0,6.0,7.0,14.0,14.0,3.0,27256.0,1076000.0
68.0,79.0,773.0,4.0,1.0,15.0,6.0,1.0,2.0,2.0,0.0,27292.0,720000.0
121.0,1.0,5.0,6.0,1.0,5.0,4.0,4.0,6.0,6.0,2.0,169.0,1114000.0
43.2,79.0,761.0,7.0,1.0,8.0,4.0,3.0,3.0,3.0,2.0,26785.0,179600.0
60.0,74.0,725.0,5.0,1.0,13.0,3.0,2.0,4.0,3.0,2.0,25969.0,116000.0
68.0,79.0,777.0,4.0,0.0,7.0,4.0,3.0,4.0,4.0,2.0,27448.0,236000.0
212.0,79.0,769.0,16.0,1.0,12.0,6.0,3.0,5.0,4.0,0.0,27091.0,2200000.0
90.0,79.0,763.0,,1.0,16.0,2.0,4.0,4.0,6.0,0.0,26866.0,624000.0
65.0,79.0,778.0,5.0,1.0,10.0,2.0,4.0,4.0,5.0,2.0,27484.0,440000.0
50.0,79.0,761.0,,1.0,,3.0,4.0,4.0,5.0,0.0,26764.0,172000.0
60.0,1.0,6.0,10.0,1.0,,7.0,10.0,20.0,22.0,2.0,232.0,980000.0
73.0,79.0,768.0,5.4,1.0,3.0,2.0,4.0,4.0,4.0,2.0,27082.0,380000.0
55.0,1.0,1.0,6.0,1.0,,7.0,7.0,8.0,10.0,2.0,8.0,680000.0
85.0,1.0,9.0,7.0,1.0,,4.0,9.0,10.0,12.0,2.0,343.0,1200000.0
138.0,1.0,4.0,6.2,1.0,,5.0,3.0,6.0,4.0,3.0,148.0,824000.0
1350.0,1.0,4.0,38.0,1.0,,5.0,3.0,6.0,4.0,2.0,118.0,5680000.0
40.0,79.0,768.0,4.0,1.0,6.0,2.0,4.0,3.0,3.0,2.0,27046.0,312000.0
71.0,48.0,492.0,5.0,1.0,10.5,4.0,4.0,4.0,4.0,2.0,20258.0,479600.0
100.0,48.0,494.0,5.0,1.0,10.5,3.0,3.0,5.0,5.0,2.0,20285.0,280000.0
80.0,48.0,492.0,5.0,1.0,,3.0,4.0,4.0,4.0,2.0,20254.0,396000.0
100.0,79.0,778.0,,1.0,8.0,4.0,4.0,4.0,5.0,2.0,27478.0,624000.0
116.1,79.0,785.0,,1.0,,7.0,5.0,12.0,12.0,2.0,27619.0,680000.0
60.0,1.0,6.0,5.0,1.0,,5.0,5.0,5.0,3.0,2.0,190.0,296000.0
50.0,1.0,6.0,6.0,1.0,5.0,5.0,5.0,3.0,2.0,2.0,190.0,344000.0
80.0,1.0,21.0,,1.0,,5.0,4.0,4.0,3.0,2.0,617.0,300000.0
1329.0,1.0,4.0,38.0,1.0,6.0,1.0,4.0,6.0,4.0,1.0,118.0,5679600.0
206.0,74.0,718.0,9.44,1.0,16.0,5.0,3.0,5.0,3.0,0.0,25760.0,760000.0
140.0,79.0,778.0,7.0,1.0,12.0,3.0,5.0,5.0,6.0,2.0,27493.0,1199600.0
63.1,79.0,769.0,5.6,1.0,8.0,7.0,2.0,2.0,2.0,1.0,27091.0,500000.0
32.3,79.0,772.0,10.0,1.0,10.0,8.0,5.0,4.0,2.0,2.0,27232.0,348000.0
47.4,79.0,772.0,4.0,1.0,6.0,3.0,5.0,5.0,5.0,1.0,27220.0,327999.99999999994
42.0,1.0,4.0,5.0,1.0,3.0,4.0,5.0,4.0,4.0,2.0,118.0,192000.0
48.0,79.0,764.0,4.0,1.0,,1.0,2.0,3.0,2.0,0.0,26893.0,172000.0
65.0,79.0,763.0,,1.0,,5.0,4.0,4.0,4.0,2.0,26845.0,200000.0
70.0,79.0,763.0,4.5,1.0,10.0,5.0,5.0,4.0,5.0,1.0,26839.0,200000.0
87.0,79.0,763.0,5.5,1.0,,3.0,4.0,4.0,4.0,2.0,26845.0,240000.0
80.0,1.0,18.0,4.0,1.0,8.0,6.0,5.0,11.0,11.0,2.0,565.0,504000.0
70.0,1.0,5.0,6.0,1.0,6.0,2.0,4.0,4.0,3.0,2.0,157.0,752000.0
58.0,1.0,6.0,5.0,1.0,,6.0,5.0,6.0,8.0,2.0,229.0,560000.0
55.0,1.0,6.0,5.0,1.0,,3.0,5.0,6.0,8.0,2.0,190.0,560000.0
65.0,1.0,6.0,5.0,1.0,,7.0,8.0,8.0,10.0,2.0,187.0,660000.0
68.0,1.0,6.0,6.0,1.0,,2.0,8.0,8.0,10.0,2.0,190.0,920000.0
150.0,1.0,8.0,20.0,1.0,12.0,2.0,4.0,5.0,6.0,2.0,313.0,1100000.0
200.0,1.0,5.0,15.0,1.0,10.0,4.0,5.0,6.0,7.0,2.0,166.0,3000000.0
108.0,48.0,493.0,7.5,4.0,7.5,2.0,3.0,4.0,4.0,0.0,20266.0,640000.0
235.0,1.0,6.0,9.5,1.0,40.0,5.0,10.0,10.0,10.0,2.0,190.0,6160000.0
35.0,79.0,764.0,4.0,1.0,3.0,7.0,3.0,3.0,3.0,2.0,26882.0,179200.0
66.0,74.0,725.0,5.0,1.0,16.0,6.0,3.0,4.0,4.0,1.0,25969.0,156000.0
55.0,79.0,763.0,,1.0,6.0,6.0,3.0,4.0,3.0,1.0,26854.0,164000.0
150.0,74.0,721.0,5.0,1.0,16.0,3.0,2.0,3.0,3.0,2.0,25837.0,76000.0
195.0,68.0,672.0,9.5,1.0,10.0,5.0,2.0,4.0,4.0,2.0,24793.0,880000.0
94.0,79.0,763.0,,1.0,8.0,2.0,3.0,3.0,2.0,1.0,26860.0,216000.0
35.0,1.0,5.0,,1.0,,5.0,5.0,3.0,4.0,2.0,169.0,280000.0
90.0,1.0,9.0,7.5,1.0,20.0,6.0,3.0,3.0,3.0,3.0,346.0,1440000.0
83.0,1.0,3.0,10.0,1.0,3.0,5.0,6.0,6.0,6.0,1.0,109.0,679599.9999999999
50.0,1.0,9.0,5.0,1.0,9.0,6.0,5.0,6.0,4.0,2.0,364.0,800000.0
125.0,1.0,8.0,4.5,1.0,9.0,3.0,6.0,6.0,7.0,2.0,316.0,940000.0
160.0,75.0,731.0,8.0,4.0,,5.0,3.0,4.0,4.0,3.0,26380.0,268000.0
44.0,1.0,268.0,4.0,1.0,3.0,8.0,3.0,3.0,3.0,3.0,9562.0,174000.0
70.0,1.0,17.0,5.0,1.0,15.0,6.0,5.0,4.0,4.0,3.0,454.0,254000.0
